True Term Num,Extracted Term Num,TP,Cut Off,Too Long,Split Term,expected,extracted
1,4,1,1,0,1,"δ_i,j","δ_i,j###Mutation 0###δ_0,i###δ"
1,4,0,0,1,1,Quiver,quiver Q###Laurent polynomial label###variable v###2-cycles
1,3,0,0,1,1,Quiver Mutation,quiver mutation at vertex i###Laurent polynomial###P
1,2,1,0,0,1,Framed Quiver,framed quiver###base vertex
1,3,1,0,0,1,C-matrix,"C-matrix###C_n###C_m,n"
1,3,1,1,0,1,Fundamental r_i,fundamental r_i ### M_n ### M
1,2,1,0,0,1,Basic,basic###P_n
1,1,1,0,0,1,expander,expander
1,1,1,0,0,1,expander,expander
1,2,0,0,0,0,compatible,Cluster complex of type A_n###clusters
1,4,0,0,1,1,associahedron,associahedron Ass_n###face lattice###polyhedral subdivisions###convex (n+3)-gon
2,2,2,0,0,2,GKZ vector;secondary polytope,GKZ vector###secondary polytope
2,3,1,0,1,2,cluster complex;clusters,Cluster complex of type A_n###compatible###clusters
2,2,2,0,0,2,perfect decomposition;partial decomposition,perfect decomposition###partial decomposition
4,3,3,0,0,3,"(W,V)-path system;extend;source;sink","(W,V)-path system###source###sink"
1,1,0,0,1,1,partition,partition of n
1,3,1,0,0,1,"(X,σ)","(X,σ)###(σ, -)-constant###(σ, +)-proper vertex-2-colourings"
1,1,1,0,0,1,lazy coin flip distribution,lazy coin flip distribution
1,1,1,0,0,1,Chio set,Chio set
1,3,1,0,0,1,matrix-l-circuit,"matrix-l-circuit###(l,s,t)###(l,n)"
1,2,0,2,0,0,"(σ, -)-constant, (σ, +)-proper","(σ, -)-constant###(σ, +)-proper"
2,2,0,0,2,2,positive;negative,positive path###negative path
1,1,1,0,0,1,Periodic Graph,periodic graph
4,4,0,0,4,4,without inversions;discretely;with bounded co-volume;co-finitely,act without inversions###act discretely###act with bounded co-volume###act co-finitely
1,1,1,0,0,1,periodic graph,Periodic Graph
5,5,4,0,1,5,backtracking;proper;primitive;tail;reduced,backtracking###proper###primitive###tail###reduced closed paths
1,1,1,0,0,1,redundant,redundant
1,2,0,0,2,1,Complexity,complexity of ψ at i###complexity of ψ
1,4,1,0,0,1,regular,Bohr set###dimension d###ρ-dilate B_| ρ of a Bohr set B###regular
1,2,0,0,1,1,exact,exact s-normal form###s-normal form
1,1,1,0,0,1,shape,shape
2,3,1,0,1,2,support;Hamming weight,support of a code word###Hamming weight###minimum distance
1,1,1,0,0,1,quasi-square grid,quasi-square grid
1,1,0,1,0,0,"x nondecreasingly sorted with respect to the lattice (X,,)",nondecreasingly sorted
1,3,0,0,0,0,(A Poincaré,Poincaré lemma###reduced homologies###(inverse) star-shaped digraph
2,1,0,0,2,2,elementary;path,elementary p-path
1,1,1,0,0,1,boundary operator,boundary operator
1,2,0,0,1,1,non-,non-regular###regular
1,2,0,0,2,1,regular,regular p-paths###regularized p-paths
2,3,1,0,3,2,regular;non-regular,regular boundary operator###regular join###non-regular
1,1,0,0,1,1,concatenation,concatenation φψ
1,1,0,0,1,1,regular,regular p-forms
1,1,1,0,0,1,path complex,path complex
1,1,0,0,1,1,perfect,perfect path complex
1,2,1,0,0,1,monotone,monotone###path complex P
1,1,0,0,1,1,allowed,allowed n-paths
1,1,1,0,0,1,regular,regular
2,2,2,1,1,2,path homology groups;reduced path homology groups,path homology groups###reduced path homology groups
1,2,0,0,1,1,exterior differential,d-invariant n-forms of the path complex P ### the exterior differential
1,3,1,0,1,1,star-shaped,star-shaped ### inverse star-shaped ### star center
1,1,0,0,1,1,join,"join of P( X) ,P( Y)"
1,2,0,0,2,1,cone,cone over a digraph X###cone vertex
1,2,0,0,2,1,suspension,suspension over a digraph X###suspension vertices
1,1,1,0,0,1,depth,depth
1,1,0,0,1,1,level,i^th level
1,1,1,0,0,1,equivalent,equivalent
1,2,1,0,0,1,to the right of,to the right of###semiorder
1,1,1,0,0,1,bad,bad
2,3,0,1,2,1,maximal cone;has good maximal cones,maximal cone associated to Δ ### good maximal cone ### Δ-maximal fan
1,1,1,0,0,1,GKZ cone,GKZ cone
1,1,1,0,0,1,Growth point,growth point
1,2,1,0,0,1,cell complex,cell complex###finite CW complex
1,1,1,0,0,1,concrete simplicial complex,concrete simplicial complex
1,1,0,0,1,1,star,star of v
1,1,1,0,0,1,abstract simplicial complex,abstract simplicial complex
1,1,1,0,0,1,vertex scheme,vertex scheme
1,2,0,0,1,1,nerve,nerve of 𝒰###abstract simplicial complex
1,2,1,1,0,1,real hyperplane arrangement,real hyperplane arrangement###hyperplane arrangement
1,1,1,0,0,1,finite reflection group,finite reflection group
1,1,0,0,1,1,Salvetti complex,abstract Salvetti complex
1,1,1,0,0,1,FQ-legal decomposition,FQ-legal decomposition
1,2,1,0,0,1,Fibonacci Quilt Sequence,Fibonacci Quilt sequence###FQ-legal decomposition
1,2,0,0,1,1,increasing,discrete cube ### increasing family
2,2,0,0,0,0,influence;total influence,I_k() ### I()
2,1,1,0,0,1,weakly symmetric;regular,regular
1,1,1,0,0,1,fully symmetric,fully symmetric
1,3,0,0,1,1,level,Fourier-Walsh expansion###coefficients α_S###level of the coefficient f̂(S)
1,2,1,0,0,1,linear threshold function,linear threshold function###sign
2,2,2,0,0,2,edge labeling;spline,edge labeling###spline
2,2,2,0,0,2,constant spline;rank one,constant spline###rank one
1,1,1,0,0,1,direct product,direct product
1,1,1,0,0,1,lexicographic product,lexicographic product
2,2,2,1,1,2,basic admissible vector;admissible,basic admissible vector###admissible
1,1,0,0,1,1,Reverse Multiple,"(g, k) reverse multiple"
1,3,0,0,0,1,Pivot Nodes,even pivot node###odd pivot node###starting node
1,1,1,0,0,1,Young Graph,Young graph
1,4,0,0,1,1,Isomorphism,isomorphic as Young graphs###even pivot node###odd pivot node###pivot node-preserving isomorphism of the underlying directed graphs
1,1,1,0,0,1,1089 Graph,1089 graph
1,1,1,0,0,1,"(g, k) reverse multiple","(g, k) reverse multiple"
2,3,2,2,0,2,even pivot node;odd pivot node,even pivot node###odd pivot node###pivot node
1,1,1,0,0,1,Young graph,Young graph
1,4,0,0,0,0,isomorphic as Young graphs,Isomorphism###even pivot node###odd pivot node###pivot node-preserving isomorphism
1,1,1,0,0,1,1089 graph,1089 graph
1,2,0,1,0,0,complete Young graph on m nodes,Complete Young graph###K_m
1,2,0,1,0,0,cyclic Young graph on n nodes,Cyclic Young graph###Z_n
2,2,2,0,0,2,"ξ-absorbing;(S, t)-absorbing","ξ-absorbing###(S, t)-absorbing"
1,1,1,0,0,1,μ-regular,μ-regular
2,2,0,0,3,2,decomposable;indecomposable,decomposable permutation###indecomposable permutation
2,1,1,1,0,1,Dyck path;elevated Dyck path,Dyck path
1,8,1,0,1,1,t-Lattice Graph,"t-Lattice Graph###Vertices V_N of the t-Lattice Graph###E_N###e^1_x,y###e^2_x,y###e^3_x,y###e^4_x,y###e^5_x,y"
1,1,0,0,0,0,Wep,Y_k(t)
1,0,0,0,0,0,Wep,
1,1,0,0,0,0,wep,expected degree of a vertex
1,1,0,0,0,0,wep,Z_≥ k
1,3,0,0,1,1,wep,"expected degree of a vertex v_i###(v_i,n)###wep (v_i,n)"
1,1,0,0,0,0,wep,Z_≥ k
1,2,0,0,0,0,wep,"l(v_i)###r(v_i,t)"
1,2,0,0,1,1,wep,"(v_i,n)###wep(v_i,n)"
1,1,0,0,0,0,wep,Z_≥ k
1,0,0,0,0,0,wep,
1,0,0,0,0,0,wep;wep,
1,0,0,0,0,0,wep,
1,4,1,0,0,1,Ramanujan graphs,Ramanujan graphs###Legendre symbol###girth###chromatic number
1,2,1,0,0,1,effective girth,effective girth###g(k)
1,3,0,0,1,1,periodic,PST###G(C)###periodic with period
1,1,1,0,0,1,M-convex,M-convex
1,1,1,0,0,1,L-convex,L-convex
1,1,1,0,0,1,exchange,exchange
5,5,3,2,4,5,elementary of dimension n and depth 0;elementary of dimension n and depth d;elementary of dimension n;projection map;normal,elementary of dimension n and depth 0###elementary of dimension n and depth d###elementary of dimension n###projection map on an elementary set of dimension n###sijection ψT̆⇒T̆ between elementary signed sets T̆ and T̆ of the same dimension is normal
3,3,1,0,2,3,interlaces;monotone triangle of size n;sign,l interlaces k ### monotone triangle of size n ### sign of a monotone triangle
1,2,1,0,0,1,shifted Gelfand-Tsetlin patterns,shifted Gelfand-Tsetlin patterns###SGT patterns
1,3,1,0,0,1,collapsible,free face of Δ ### collapse of Δ ### collapsible
1,4,0,0,0,0,vertex decomposable,vertex-decomposable###simplex###_Δ(v)###Del_Δ (v)
1,1,1,0,0,1,Simplicial Join,simplicial join
1,1,1,0,0,1,Gröbner basis,Gröbner basis
1,2,0,0,1,1,k-piercing,"(λ, σ, τ) pierceable###k-piercing of λ"
1,2,1,0,0,1,inductively k-pierced,inductively k-pierced###k-pierced code
2,3,2,0,0,2,collapse;collapsible,free face###collapse###collapsible
1,1,0,0,1,1,polar complex,polar complex of a neural code
1,1,1,0,0,1,shellable,shellable
1,1,1,0,0,1,l-system,l-system
1,1,1,0,0,1,B'-compatible,B'-compatible
1,1,1,0,0,1,Interlacing Family,interlacing family
1,1,1,0,0,1,r-Riordan array,r-Riordan array
1,1,1,0,0,1,r-Catalan triangle,r-Catalan triangle
1,4,1,0,0,1,Reduced graph,reduced graph###exceptional cluster###non-exceptional clusters###ε-regular pair
3,3,0,0,4,3,Kneser graph;stable Kneser graph;stable,"Kneser graph KG_n,k ### stable Kneser graph SG_n,k ### Schrijver graph"
1,1,1,0,0,1,independence complex,independence complex
2,2,2,0,0,2,partial matching;acyclic,partial matching###acyclic
1,3,1,0,0,1,Schrijver graph,"Kneser graph KG_n,k ### stable Kneser graph SG_n,k ### Schrijver graph"
7,4,1,0,4,4,matching tree;free vertex;matching vertex;splitting vertex;root;matching site;splitting site,matching tree###root of the matching tree###matching site of M(G)###splitting site of M(G)
3,3,3,0,0,3,alternating end vertex;bipartite end vertex;middle vertex,alternating end vertex###bipartite end vertex###middle vertex
1,1,1,0,0,1,Weyl alternation set,Weyl alternation set
1,1,0,1,0,0,"Refine(ϕ,ψ)",Refine
1,2,1,0,1,1,anchor,anchor###opposite anchors
1,1,1,0,0,1,similarity partition,similarity partition
1,1,0,1,0,0,image zeta function of _n(),image zeta function
1,2,1,0,0,1,T-critical,ϕ-critical###T-critical
4,2,2,1,0,2,ϕ extends to an L-coloring of G;ϕ-critical;T-critical with respect to the list assignment L;T-critical,ϕ-critical###T-critical
2,2,2,0,0,2,canvas;critical,canvas###critical
1,1,0,0,1,1,S-component,S-component with respect to T of G
1,2,1,0,0,1,subcanvas,subcanvas###T[G']
1,4,0,0,1,1,deficiency,internal vertex###deficiency of G###v(T)###def(T)
2,9,0,0,6,2,boundary;quasi-boundary,boundary of G ### quasi-boundary of G ### B(G) ### Q(G) ### b(G) ### q(G) ### boundary of T ### quasi-boundary of T ### B(T)
3,6,0,0,10,3,dividing;strong dividing;true dividing;dividing,dividing vertex of G_0###strong dividing vertex of G_0###true dividing vertex of G_0###dividing vertex of T_0###strong dividing vertex of T_0###true dividing vertex of T_0
2,2,0,0,2,2,0-relaxation;k-relaxation,0-relaxation of T_0 ### k-relaxation of T_0
1,3,1,0,0,1,Stanley-Reisner ring,Stanley-Reisner ring###face ring###I_Δ
1,1,0,0,1,1,link,link of σ in Δ
1,1,1,0,0,1,sequentially Cohen-Macaulay,sequentially Cohen-Macaulay
1,1,1,0,0,1,Alexander dual,Alexander dual
1,1,1,0,0,1,componentwise linear,componentwise linear
1,1,1,0,0,1,Ferrers graph,Ferrers graph
1,1,1,0,0,1,Ferrers invariant,Ferrers invariant
1,8,1,0,0,1,nilsequence,s-step filtered###nilpotent Lie group###lattice###left-invariant Riemannian metric###polynomial map###automorphic###nilsequence###correlates
1,1,1,0,0,1,N-periodic,N-periodic
1,1,1,0,0,1,C-normal,C-normal
1,3,1,0,0,1,Γ-distance magic labeling,Γ-distance magic labeling ### Γ-distance magic graph ### magic constant
3,4,3,0,0,3,capacity;source;sink,network Δ ### capacity ### source ### sink
5,6,4,0,1,5,decomposable;primitive;primitive element;irreducible element;atom,decomposable ### primitive element ### irreducible element ### atom ### D(S) ### P(S)
1,1,0,0,1,1,profile,profile of S
1,1,1,0,0,1,Apéry element,Apéry element
1,1,1,0,0,1,standard graded algebra,standard graded algebra
1,2,1,0,0,1,Hilbert function,Hilbert function###standard graded algebra
1,1,1,0,0,1,outside decomposition,outside decomposition
2,4,2,0,0,2,content;subribbon,"content###subribbon###R_Θ###R_Θ(i,j)"
1,1,1,0,0,1,admissible,admissible
1,6,1,0,0,1,n-dimensional finite projective space,(n+1)-dimensional vector space over GF(q)###n-dimensional finite projective space###1-dimensional subspaces of V###2-dimensional subspaces of V###k-dimensional projective subspaces###Incidence
1,1,0,1,0,0,(Bounded difference assumption),bounded difference assumption
3,6,0,0,5,3,partition;parts;multiplicity,subset of _+^2###partition of n with parts in X###multiplicity function ω X →_+###multiplicity of the part x in the partition###Ω_(n)###p_X(n)
1,1,0,0,1,1,local limit theorem with rate,Gaussian local limit theorem with rate a_k
1,1,1,0,0,1,"(L,R)-quasi-identifying code","(L,R)-quasi-identifying code"
1,1,1,0,0,1,homotopy moves,homotopy moves
1,1,1,0,0,1,homotopic,homotopic
2,2,1,0,2,2,occurrence;classical pattern,classical pattern###occurrence of the classical pattern
3,2,1,0,1,2,occurrence;vincular pattern;adjacencies,vincular pattern ### set of adjacencies
1,1,0,0,1,1,composition,composition of an integer n
2,1,1,0,0,1,reduction;i.e.,reduction
1,1,1,0,0,1,dependency graph,dependency graph
2,3,0,0,2,2,order;asymptotically equivalent,𝒪(g)###of order g###asymptotically equivalent to g
1,1,0,0,0,0,sorted,sort(x_1… x_n)
3,4,3,1,1,3,one-factor;perfect matching;one-factorisation,one-factor ### perfect matching ### one-factorisation ### regular of degree k
1,1,1,0,0,1,front divisor,front divisor
2,2,2,0,0,2,N-bi-invariant;Gelfand pair,N-bi-invariant###Gelfand pair
1,1,0,1,0,0,"The LCM lattice, LCM(M), of a monomial ideal M is the set of least common multiples of minimal generators of M, partially ordered by divisibility.",LCM lattice
2,3,0,0,3,2,alphabet;size,alphabet Σ ### size of an alphabet ### string S
3,3,0,0,2,1,i;substring;length,"S[i] ### S[i,j] ### n(S)"
3,6,2,0,2,3,suffix tree;label;path label,suffix tree###edge label###path label###root###leaf###path from the root to the leaf j
1,1,1,0,0,1,compact suffix tree,compact suffix tree
4,3,2,0,0,2,natural direction;descendant;ancestor;the growth of,growth of S###descendant###ancestor
3,3,3,1,1,3,periodic;aperiodic;minimal period,periodic ### aperiodic ### minimal period
1,2,1,0,0,1,ribbon graph polynomial,ribbon graph polynomial###Bollobás-Riordan polynomial
1,2,0,0,1,1,topological transition polynomial,"topological transition polynomial Q(G, (α, β, γ), t)###medial weight system"
1,1,1,0,0,1,outerhamiltonian,outerhamiltonian
1,1,1,0,0,1,diagonal graph,diagonal graph
1,1,0,0,1,1,thickness,thickness of a graph
1,2,1,0,0,1,random semi-bar k-visibility graph on n vertices,random semi-bar k-visibility graph on n vertices###𝒢_n^k
9,5,4,0,2,6,matroid;ground set;independent sets;independence augmentation;basis;closed sets;flats;partitioning;rank function,matroid###independent sets###basis###closed sets or flats###rank function
3,3,3,0,0,3,loop;isthmus;parallel,loop###isthmus###parallel
5,4,3,0,1,4,pointed;the point;loopless;simple;free,pointed matroid###loopless###simple###free
2,2,1,0,2,2,strong map;pointed,strong map###pointed strong map
5,5,1,0,4,5,deletion;embedded;embedding;contraction;minor,deletion of Y⊆ |M| from M###embedded in M###embedding###contraction of M by Z⊆ |M|###minor of M
1,1,0,0,0,0,(matroid) quotient,matroid quotient
3,2,2,0,0,2,weak factorization system;fill-in;orthogonal factorization system,weak factorization system###orthogonal factorization system
1,6,1,0,0,1,nearly full,nearly full###functor F C→D###morphism g in D###objects in the image of F###g=F(f)###morphism f in C
1,1,1,0,0,1,nearly faithful,nearly faithful
1,1,1,0,0,1,simplification,simplification
1,1,0,0,1,1,free extension,free extension of a matroid
2,4,0,0,3,2,weight;optimization problem,"collection of subsets###weight function###optimization problem for the pair (,w)###maximal member B of  of maximum weight"
1,2,1,0,0,1,greedy algorithm,greedy algorithm###B_G
3,3,2,0,1,3,covers;square poset;square functor,element z in a partially ordered set covers x ### square poset ### square functor
1,2,1,0,0,1,Stirling derangement,Stirling derangement###Stirling permutation
1,2,1,0,1,1,Good set,good set###maximal good set
2,2,1,0,2,2,good set;maximal,Good set###maximal good set
2,2,2,0,0,2,Parikh matrix mapping;Parikh matrices,Parikh matrix mapping###Parikh matrices
1,2,0,0,0,0,ME-equivalence),1-equivalent###ME-equivalent
1,1,0,0,1,1,print,print of w
2,2,2,0,0,2,right general print;left general print,right general print###left general print
2,4,2,0,0,2,right core print;left core print,right core print###left core print###l_R(w)###l_L(w)
1,1,0,0,1,1,core print characteristic function,core print characteristic function of order r
1,1,1,0,0,1,k-spectrum,k-spectrum
3,4,3,0,0,3,M-equivalent;M-ambiguous;M-unambiguous,M-equivalent###M-ambiguous###M-unambiguous###C_w
1,2,1,0,0,1,r-isomorphic,r-isomorphic###Freiman isomorphism of order r
3,4,2,0,2,3,rooted tree;root;functional digraph,rooted tree###functional digraph###root of the tree###𝒞_D
3,3,2,0,1,3,restricted arc-cut;restricted arc-connectivity;λ'-connected,restricted arc-cut ### restricted arc-connectivity λ'(D) ### λ'-connected
1,3,1,0,0,1,maximal point,composite step generating function###maximal point###ℳ
1,1,1,0,0,1,triple of arrangements,triple of arrangements
1,4,0,0,0,0,almost,commutative cancellative semigroup###cardinality###abelian group###colouring witnessing
1,1,1,0,0,1,direct sum,direct sum
2,2,1,0,1,2,Δ-system with root r;head-tail-tail,Δ-system with root r ### head-tail-tail form
1,1,1,0,0,1,condensation,condensation
1,2,1,0,0,1,canonical labeling,Canonical labeling###prequasifield
2,2,1,0,2,2,shadow of Σ;shadow,shadow of Σ###shadow of the spread S
1,2,1,0,0,1,λ-dilation of Σ,u-twist of Σ ### λ-dilation of Σ
7,3,0,0,0,0,arrows;blanks;up-step;down-step;blank;arrow;arrow;blank;blank;arrow;checkmark,ϕ###bi-banded weighting###peak-counting weight
4,4,4,1,1,4,north-west checkmark sequence;south-west checkmark sequence;checkmark pair;Dyck checkmark pair,north-west checkmark sequence###south-west checkmark sequence###checkmark pair###Dyck checkmark pair
1,1,0,0,1,1,minimal,minimal for 𝒥
1,1,0,0,1,1,minimal,"minimal for 𝒥^k_,̣"
1,1,1,0,0,1,planar network of order n,planar network of order n
1,1,1,0,0,1,weight matrix,weight matrix
1,1,1,0,0,1,"(A,B)-minor matrix","(A,B)-minor matrix"
1,2,1,0,0,1,chain,strongly connected###chain
1,2,1,0,0,1,strongly connected,strongly connected###chain
4,4,2,0,2,3,even;odd;evenly chained;closed tour,even chain ### evenly chained ### closed tour ### dual-colored edge
1,1,1,0,0,1,module,module
2,1,0,0,0,0,directed modular width at most;directed modular width,Directed Modular-Width
2,3,2,0,0,2,directed clique width;Directed clique-width k-expressions,class CLW_k ### directed clique width ### Directed clique-width k-expressions
2,2,2,0,0,2,N-colouring;N-colouring;N-dichromatic number,N-colouring###N-dichromatic number
3,5,3,0,2,3,directed path decomposition;bags;width,directed path decomposition###bags###width###directed pathwidth###Directed PathwidthDPWprob:DPW
3,3,2,0,1,3,n-w-evaluation;n-w-width;n-w-directed pathwidth,n-w-evaluation function###n-w-width###n-w-directed pathwidth
1,1,1,0,0,1,cycle-rank,cycle-rank
3,3,2,0,1,3,n-w-σ-evaluation;n-w-rank;n-w-cycle-rank,n-w-σ-evaluation function ### n-w-rank ### n-w-cycle-rank
1,2,1,0,0,1,theta graph,"theta graph###θ_a,b,c"
1,1,0,0,0,0,fundamental,local tropical linear space
1,3,0,0,0,0,"(Bayer, Fine, Klapper)","Eulerian poset###Φ_P(c,d)###Ψ_P(a,b)"
1,2,1,0,0,1,line shelling,boundary complex ∂ P###line shelling
1,1,0,1,0,0,(The Dehn-Sommerville Equations),Dehn-Sommerville Equations
1,6,0,1,0,0,(McMullen's Upper Bound Theorem),McMullen's Upper Bound Theorem###d-polytope###f_n-1 (P)###f_n-1 (C_d(k))###h_n(P)###h_n(C_d(k))
1,3,0,1,0,0,(The Generalized Lower Bound Theorem),Generalized Lower Bound Theorem###simplicial d-polytope P###(r-1)-stacked
1,1,0,1,0,0,(The Generalized Dehn-Sommerville Equations),Generalized Dehn-Sommerville Equations
1,4,0,1,0,0,(Bayer and Ehrenborg),f ### g ### h-polynomial ### g-polynomial
2,2,2,0,0,2,partially ordered set;poset,partially ordered set###poset
1,1,1,0,0,1,covers,covers
1,1,1,0,0,1,interval,interval
2,1,0,0,2,2,graded;rank,graded with rank n
1,1,1,0,0,1,Eulerian,Eulerian
1,1,0,0,0,0,S-rank selected subposet,P_S
1,2,0,0,1,1,flag f-vector,flag f-vector of P###α_P
1,2,0,0,1,1,flag h-vector,flag h-vector of P###β_P(S)
1,5,1,0,0,1,ab-index,"ab-index###graded poset P of rank n + 1 with 0̂ and 1̂###generating function###Ψ_P (a,b)###β_P (S) u_S"
1,1,1,0,0,1,flag polynomial,flag polynomial
1,1,1,0,0,1,polytopal complex,polytopal complex
2,4,2,0,0,2,shellable;shelling,shellable###shelling###boundary complex###beginning segment
2,2,1,0,2,2,cell;open cell,cell of dimension n ### open cell
1,2,1,0,0,1,CW complex,CW complex###weak topology
1,1,0,0,0,0,join,P * Q
1,3,0,0,1,1,suspension,suspension of P###B_2###Σ P
2,2,2,0,0,2,near-Eulerian;semisuspension,near-Eulerian###semisuspension
1,3,1,0,0,1,spherically shellable,spherically shellable###near-Eulerian (n-1)-CW-complex###S-shellable with initial facet
1,3,0,0,1,1,order complex,order complex of P###vertices of Δ(P)###faces of Δ(P)
2,2,0,0,2,2,star;link,star of σ###link of σ
1,1,1,0,0,1,Gorenstein,Gorenstein
1,1,1,0,0,1,near-Gorenstein,near-Gorenstein
2,4,0,0,2,2,boundary;interior,near-Eulerian poset###semisuspension###boundary of P###interior of P
1,1,1,0,0,1,near-Gorenstein*,near-Gorenstein*
1,1,1,0,0,1,local flag polynomial,local flag polynomial
1,1,1,0,0,1,subdivision,subdivision
1,3,1,0,0,1,strong Eulerian subdivision,strong Eulerian subdivision###near-Eulerian poset###rank
1,2,0,0,2,1,Gorenstein*,Gorenstein* subdivision map###near-Gorenstein* poset
2,1,1,0,0,1,carrier;carried,carrier
1,2,0,0,1,1,skeletal posets,skeletal posets Π_i###strong Eulerian subdivision of rank n Eulerian posets ϕ: Π→Π
4,4,0,0,4,4,old;new;switches;mixed;switches,old flag###new flag###mixed flag###switches at rank m
1,3,0,0,1,1,pyramid,pyramid of P###graded poset of rank n+1###rank function
1,1,1,0,0,1,triangulation,triangulation
2,3,2,0,1,2,stacked polytope;stack subdivision,stacked polytope###(r-1)-stacked polytope###stack subdivision
1,1,1,0,0,1,k-shellably triangulizable,k-shellably triangulizable
1,2,1,0,0,1,g-polynomial,g-polynomial###Eulerian poset
1,1,1,0,0,1,h-polynomial,h-polynomial
1,1,1,0,0,1,toric h-vector,toric h-vector
1,1,1,0,0,1,strongly surjective,strongly surjective
1,1,1,0,0,1,strong formal subdivision,strong formal subdivision
1,2,1,0,0,1,local h-polynomial,strong formal subdivision###local h-polynomial
6,4,3,0,2,5,addible towards u;addible outwards u;with respect to ';A-transformation;towards;outwards,A-transformation###ux_1-transformation###addible towards u###addible outwards u
1,4,1,0,0,1,Fan subgraph,Fan subgraph###star###null graph###triangle
1,1,0,0,1,1,MSTD fringe pair,MSTD fringe pair of order k
1,1,1,0,0,1,minimal MSTD fringe pair,minimal MSTD fringe pair
2,2,1,0,2,2,rich MSTD set;order,rich MSTD set###order of the rich MSTD set
2,2,0,0,2,2,k-semi-rich;prefix,k-semi-rich set###prefix (A;k)
1,1,1,0,0,1,k-affluent,k-affluent
1,2,0,0,2,1,fringe pair,fringe pair of order k###partial order on fringe pairs
4,6,0,0,8,4,coloring;proper;ascent;chromatic quasisymmetric function,directed graph ### coloring of G ### proper coloring ### ascent of a coloring ### number of ascents of a coloring ### chromatic quasisymmetric function of G
2,4,2,1,1,2,k-balanced;k-balanced chromatic quasisymmetric function,k-balanced###proper coloring###k-balanced chromatic quasisymmetric function###acyclic orientation
1,3,1,0,0,1,unicellular graph LLT polynomial,directed graph###unicellular graph LLT polynomial###colorings
1,1,1,0,0,1,vertical strip graph LLT polynomial,vertical strip graph LLT polynomial
2,2,1,0,1,2,generic;matroid quasisymmetric function,M-generic###matroid quasisymmetric function
3,3,2,0,1,3,locating-dominating;optimal;location-domination number,locating-dominating code ### optimal ### location-domination number
3,3,2,0,1,3,self-locating-dominating;optimal;self-location-domination number,self-locating-dominating code###optimal###self-location-domination number
3,3,2,0,1,3,solid-locating-dominating;optimal;solid-location-domination number,solid-locating-dominating code###optimal###solid-location-domination number
1,1,1,0,0,1,pseudoclique,pseudoclique
2,2,2,0,0,2,distinguishing set partition;distinguishing partition,distinguishing set partition###distinguishing partition
1,1,1,0,0,1,consumes,consumes
1,2,1,0,1,1,λ-extremal,"λ-extremal###λ-extremal for G⃗ or (G, c)"
1,1,1,0,0,1,j-special,j-special
1,1,1,0,0,1,elementary cycle,elementary cycle
1,1,1,0,0,1,underlying backward graph,underlying backward graph
3,3,2,0,1,3,i-th generation;i-th level;length,i-th generation ### i-th level ### length of T
1,1,1,0,0,1,backward spine,backward spine
1,1,1,0,0,1,condensation graph,condensation graph
1,1,1,0,0,1,Cube representation,cube representation
1,1,1,0,0,1,matrix representation,matrix representation
1,1,1,0,0,1,equivalent,equivalent
1,3,1,0,0,1,cube representation,cube representation###separating family###matrix representation
1,1,1,0,0,1,separable,separable
1,1,1,0,0,1,n-separating,n-separating
1,1,1,0,0,1,"(i,j)-separating","(i,j)-separating"
1,1,1,0,0,1,splitting family,splitting family
1,1,1,0,0,1,splittable,splittable
1,1,1,0,0,1,n-splitting,n-splitting
1,4,0,0,1,1,co-compact,"faithful action by homeomorphisms on a planar surface###embedding###Cayley multi-graph###co-compact action by homeomorphisms on the sphere, the plane ^2, the open annulus, or the Cantor sphere"
6,4,4,0,0,4,labeling;labeled graph;realization;compatible with;realizable;equivalent,labeled graph###realization###realizable###equivalent
1,1,1,0,0,1,rigid,rigid
2,2,2,0,0,2,generically realizable;generically rigid,generically realizable###generically rigid
2,2,2,0,0,2,bigraph;biedges,biedges###bigraph
1,1,1,0,0,1,pseudo-Laman,pseudo-Laman
1,1,1,0,0,1,greedoid,greedoid
2,1,0,0,0,0,Accessibility:;Exchange:,greedoid
4,2,0,0,4,4,uniform definability of types over finite sets;UDTFS;uniform definition of Δ(x;B)-types over finite sets,uniform definability of types over finite sets (UDTFS)###uniform definition of Δ(x;B)-types over finite sets
1,1,0,1,0,0,T has  dp-rank at least n,dp-rank
2,2,1,0,1,2,cylindric plane partition;horizontal strip,cylindric plane partition with profile π###horizontal strip
1,1,0,0,1,1,weight,weight of the cylindric partition
1,1,1,0,0,1,inversion,inversion
4,2,0,0,5,4,occupied;black;unoccupied;white,occupied or black###unoccupied or white
1,1,1,0,0,1,surface cube,surface cube
1,1,0,0,1,1,level,level of a surface cube
1,1,0,1,0,0,"path associated to the cube (u,v)",path associated to the cube
1,1,0,0,1,1,valley,valley cube
1,1,0,0,1,1,peak,peak cube
1,2,1,0,0,1,cylinder of period T,cylinder of period T###triangular lattice
1,1,0,0,1,1,path,path on the cylinder of period T
1,1,0,0,1,1,family of non-intersecting lattice paths,family of non-intersecting lattice paths on the cylinder of period T
1,1,1,0,0,1,minimal with m paths,minimal with m paths
1,1,0,0,1,1,profile,profile of a minimal family of m non-intersecting lattice paths
1,1,0,0,1,1,vertical reading,vertical reading of a minimal family of m non-intersecting lattice paths
1,1,1,0,0,1,singular value decomposition,singular value decomposition
1,1,1,0,0,1,lexicographic extension,lexicographic extension
